dept,course,sectionNumber,term,day,startTime,endTime,buildingCd,building,roomNo,instructors,activity,credits,totalSeatsRemaining,currentlyRegistered,generalSeatsRemaining,restrictedSeatsRemaining,termCd,startWk,endWk
"CPSC","213","2W3","2","Mon","10:00","11:00"," "," "," ","TBD","Waiting List","4","919","80","919","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","340","T2C","2","Tue","14:00","15:00","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","25","15","25","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","304","T2H","2","Fri","15:00","16:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","27","3","27","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","319","T2E","2","Tue"," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","35","0","35","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","304","T2K","2","Wed","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","8","22","8","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","304","T2A","2","Thu","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","0","30","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","304","T2C","2","Tue","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","0","30","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2N","2","Fri","9:00","10:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","16","11","16","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","T2D","2","Tue","13:00","14:00","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","40","0","40","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2P","2","Tue","16:00","17:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2E","2","Mon","16:00","17:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","17","11","17","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2P","2","Thu","16:00","18:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2E","2","Fri","15:00","17:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","17","11","17","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","320","T2Q","2","Fri","10:00","11:00","ORCH","Orchard Commons","4074","TBD","Tutorial","n/a","0","55","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","314","L1B","1","Wed","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","3","21","3","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","310","L2D","2","Fri","15:00","17:00","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","1","25","1","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2K","2","Mon","13:00","14:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2K","2","Tue","12:00","14:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","317","T2C","2","Fri","12:00","13:00","DMP","Hugh Dempster Pavilion","101","TBD","Tutorial","n/a","0","40","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","344","T1C","1","Fri","10:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X360","TBD","Tutorial","n/a","0","20","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","103","1W2","1","Tue","17:30","19:00"," "," "," ","TBD","Waiting List","3","999","0","999","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","310","L2B","2","Thu","10:30","12:30","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","1","25","1","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2A","2","Fri","10:00","11:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","3","23","3","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2B","2","Fri","11:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","3","23","3","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L1M","1","Mon","9:00","10:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","19","9","19","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","213","L1M","1","Tue","9:00","11:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","19","9","19","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","313","T2F","2","Wed","14:00","15:00","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","0","40","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2F","2","Thu","14:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","0","27","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2C","2","Tue","11:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","213","L2C","2","Thu","10:30","12:30","ICCS","Institute for Computing (ICICS/CS)","X251","TBD","Laboratory","n/a","0","28","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","103","T2H","2","Thu","16:00","17:00","ICCS","Institute for Computing (ICICS/CS)","X050","TBD","Tutorial","n/a","11","16","11","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","304","T2J","2","Thu","15:00","16:00","ICCS","Institute for Computing (ICICS/CS)","X350","TBD","Tutorial","n/a","26","4","26","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","319","T1F","1"," "," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","99","0","99","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","314","L2A","2","Thu","14:30","15:30","ICCS","Institute for Computing (ICICS/CS)","005","TBD","Laboratory","n/a","2","22","2","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","310","L2A","2","Tue","13:30","15:30","ICCS","Institute for Computing (ICICS/CS)","008","TBD","Laboratory","n/a","26","0","26","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","L2P","2","Tue","15:30","18:30","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","9","17","9","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L2E","2","Fri","9:00","11:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","10","14","0","10","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L1B","1","Tue","14:00","16:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","V2B","2","Wed","15:00","18:00","ICCS","Institute for Computing (ICICS/CS)","X250","TBD","Laboratory","n/a","","","","","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L2G","2","Tue","9:30","11:30","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","9","15","0","9","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","221","L2M","2","Tue","15:00","17:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","L2E","2","Mon","12:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","6","20","6","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","121","T2G","2","Mon","12:00","13:00","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","23","17","0","23","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","110","L2J","2","Fri","9:00","12:00","ICCS","Institute for Computing (ICICS/CS)","X260","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","121","L2J","2","Wed","11:00","13:00","ICCS","Institute for Computing (ICICS/CS)","011","TBD","Laboratory","n/a","21","5","0","21","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","121","L2E","2","Thu","16:00","18:00","ICCS","Institute for Computing (ICICS/CS)","011","TBD","Laboratory","n/a","0","26","0","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","210","L1S","1","Fri","11:00","13:00","ICCS","Institute for Computing (ICICS/CS)","014","TBD","Laboratory","n/a","0","28","0","0","1","Sep 05, 2017","Dec 01, 2017"
"CPSC","110","L2T","2","Mon","12:00","15:00","ICCS","Institute for Computing (ICICS/CS)","X250","TBD","Laboratory","n/a","15","11","15","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","221","L2R","2","Tue","17:00","19:00","ICCS","Institute for Computing (ICICS/CS)","015","TBD","Laboratory","n/a","25","1","0","25","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","317","T2A","2","Thu","15:30","16:30","DMP","Hugh Dempster Pavilion","201","TBD","Tutorial","n/a","4","36","4","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","319","T2F","2","Fri"," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","34","1","34","0","2","Jan 03, 2018","Apr 06, 2018"
"CPSC","319","T2C","2","Tue"," "," ","NSM","NSM","NSM","TBD","Tutorial","n/a","20","15","20","0","2","Jan 03, 2018","Apr 06, 2018"
